observation_id,N_params_B,D_tokens_B,Q_score,source_file,family
supplementary_NQ_experiment_large_579,2.8,300.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_580,2.8,300.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_581,2.8,300.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_582,2.8,300.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_583,2.8,300.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_584,2.8,300.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_585,2.8,300.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_586,2.8,300.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_587,2.8,300.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_588,2.8,300.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_589,2.8,500.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_590,2.8,500.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_591,2.8,500.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_592,2.8,500.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_593,2.8,500.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_594,2.8,500.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_595,2.8,500.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_596,2.8,500.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_597,2.8,500.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_598,2.8,500.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_599,2.8,500.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_600,2.8,500.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_601,2.8,1000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_602,2.8,1000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_603,2.8,1000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_604,2.8,1000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_605,2.8,1000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_606,2.8,1000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_607,2.8,1000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_608,2.8,1000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_609,2.8,1000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_610,2.8,1000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_611,2.8,1000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_612,2.8,1000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_613,2.8,2000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_614,2.8,2000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_615,2.8,2000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_616,2.8,2000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_617,2.8,2000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_618,2.8,2000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_619,2.8,2000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_620,2.8,2000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_621,2.8,2000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_622,2.8,2000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_623,2.8,2000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_624,2.8,2000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_625,4.0,5.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_626,4.0,5.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_627,4.0,5.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_628,4.0,5.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_629,4.0,5.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_630,4.0,5.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_631,4.0,5.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_632,4.0,5.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_633,4.0,5.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_634,4.0,5.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_635,4.0,5.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_636,4.0,5.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_637,4.0,10.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_638,4.0,10.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_639,4.0,10.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_640,4.0,10.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_641,4.0,10.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_642,4.0,10.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_643,4.0,10.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_644,4.0,10.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_645,4.0,10.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_646,4.0,10.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_647,4.0,10.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_648,4.0,10.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_649,4.0,20.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_650,4.0,20.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_651,4.0,20.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_652,4.0,20.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_653,4.0,20.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_654,4.0,20.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_655,4.0,20.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_656,4.0,20.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_657,4.0,20.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_658,4.0,20.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_659,4.0,20.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_660,4.0,20.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_661,4.0,50.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_662,4.0,50.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_663,4.0,50.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_664,4.0,50.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_665,4.0,50.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_666,4.0,50.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_667,4.0,50.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_668,4.0,50.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_669,4.0,50.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_670,4.0,50.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_671,4.0,50.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_672,4.0,50.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_673,4.0,100.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_674,4.0,100.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_675,4.0,100.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_676,4.0,100.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_677,4.0,100.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_678,4.0,100.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_679,4.0,100.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_680,4.0,100.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_681,4.0,100.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_682,4.0,100.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_683,4.0,100.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_684,4.0,100.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_685,4.0,150.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_686,4.0,150.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_687,4.0,150.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_688,4.0,150.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_689,4.0,150.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_690,4.0,150.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_691,4.0,150.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_692,4.0,150.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_693,4.0,150.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_694,4.0,150.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_695,4.0,150.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_696,4.0,150.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_697,4.0,300.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_698,4.0,300.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_699,4.0,300.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_700,4.0,300.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_701,4.0,300.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_702,4.0,300.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_703,4.0,300.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_704,4.0,300.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_705,4.0,300.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_706,4.0,300.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_707,4.0,300.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_708,4.0,300.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_709,4.0,500.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_710,4.0,500.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_711,4.0,500.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_712,4.0,500.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_713,4.0,500.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_714,4.0,500.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_715,4.0,500.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_716,4.0,500.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_717,4.0,500.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_718,4.0,500.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_719,4.0,500.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_720,4.0,500.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_721,4.0,1000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_722,4.0,1000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_723,4.0,1000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_724,4.0,1000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_725,4.0,1000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_726,4.0,1000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_727,4.0,1000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_728,4.0,1000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_729,4.0,1000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_730,4.0,1000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_731,4.0,1000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_732,4.0,1000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_733,4.0,2000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_734,4.0,2000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_735,4.0,2000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_736,4.0,2000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_737,4.0,2000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_738,4.0,2000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_739,4.0,2000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_740,4.0,2000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_741,4.0,2000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_742,4.0,2000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_743,4.0,2000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_744,4.0,2000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_745,6.9,5.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_746,6.9,5.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_747,6.9,5.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_748,6.9,5.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_749,6.9,5.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_750,6.9,5.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_751,6.9,5.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_752,6.9,5.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_753,6.9,5.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_754,6.9,5.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_755,6.9,5.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_756,6.9,5.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_757,6.9,10.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_758,6.9,10.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_759,6.9,10.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_760,6.9,10.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_761,6.9,10.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_762,6.9,10.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_763,6.9,10.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_764,6.9,10.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_765,6.9,10.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_766,6.9,10.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_767,6.9,10.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_768,6.9,10.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_769,6.9,20.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_770,6.9,20.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_771,6.9,20.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_772,6.9,20.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_773,6.9,20.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_774,6.9,20.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_775,6.9,20.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_776,6.9,20.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_777,6.9,20.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_778,6.9,20.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_779,6.9,20.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_780,6.9,20.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_781,6.9,50.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_782,6.9,50.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_783,6.9,50.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_784,6.9,50.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_785,6.9,50.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_786,6.9,50.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_787,6.9,50.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_788,6.9,50.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_789,6.9,50.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_790,6.9,50.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_791,6.9,50.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_792,6.9,50.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_793,6.9,100.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_794,6.9,100.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_795,6.9,100.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_796,6.9,100.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_797,6.9,100.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_798,6.9,100.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_799,6.9,100.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_800,6.9,100.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_801,6.9,100.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_802,6.9,100.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_803,6.9,100.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_804,6.9,100.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_805,6.9,150.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_806,6.9,150.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_807,6.9,150.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_808,6.9,150.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_809,6.9,150.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_810,6.9,150.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_811,6.9,150.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_812,6.9,150.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_813,6.9,150.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_814,6.9,150.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_815,6.9,150.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_816,6.9,150.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_817,6.9,300.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_818,6.9,300.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_819,6.9,300.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_820,6.9,300.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_821,6.9,300.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_822,6.9,300.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_823,6.9,300.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_824,6.9,300.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_825,6.9,300.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_826,6.9,300.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_827,6.9,300.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_828,6.9,300.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_829,6.9,500.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_830,6.9,500.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_831,6.9,500.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_832,6.9,500.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_833,6.9,500.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_834,6.9,500.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_835,6.9,500.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_836,6.9,500.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_837,6.9,500.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_838,6.9,500.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_839,6.9,500.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_840,6.9,500.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_841,6.9,1000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_842,6.9,1000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_843,6.9,1000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_844,6.9,1000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_845,6.9,1000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_846,6.9,1000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_847,6.9,1000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_848,6.9,1000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_849,6.9,1000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_850,6.9,1000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_851,6.9,1000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_852,6.9,1000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_853,6.9,2000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_854,6.9,2000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_855,6.9,2000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_856,6.9,2000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_857,6.9,2000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_858,6.9,2000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_859,6.9,2000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_860,6.9,2000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_861,6.9,2000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_862,6.9,2000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_863,6.9,2000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_864,6.9,2000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_865,12.0,5.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_866,12.0,5.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_867,12.0,5.0,0.2,supplementary_NQ_experiment_large.csv,
