observation_id,source_group,source_file,provenance,split_role,group_id,lineage_group,observed_fields,target_fields,is_duplicate,is_derived,is_extrapolated,is_condition_overlap,N_params_B,D_tokens_B,Q_score,val_loss,data_type,family,experiment_id,step,condition_key
B1_749,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,20.972,,2.469,,Pythia,,10000,2.782831|20.972|
B1_750,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,23.069,,2.455,,Pythia,,11000,2.782831|23.069|
B1_751,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,25.166,,2.4427,,Pythia,,12000,2.782831|25.166|
B1_752,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,27.263,,2.4313,,Pythia,,13000,2.782831|27.263|
B1_753,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,29.36,,2.4212,,Pythia,,14000,2.782831|29.36|
B1_754,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,31.457,,2.4123,,Pythia,,15000,2.782831|31.457|
B1_755,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,33.554,,2.4037,,Pythia,,16000,2.782831|33.554|
B1_756,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,35.652,,2.396,,Pythia,,17000,2.782831|35.652|
B1_757,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,37.749,,2.3887,,Pythia,,18000,2.782831|37.749|
B1_758,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,39.846,,2.3819,,Pythia,,19000,2.782831|39.846|
B1_759,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,41.943,,2.3757,,Pythia,,20000,2.782831|41.943|
B1_760,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,44.04,,2.3697,,Pythia,,21000,2.782831|44.04|
B1_761,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,46.137,,2.3642,,Pythia,,22000,2.782831|46.137|
B1_762,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,48.234,,2.3589,,Pythia,,23000,2.782831|48.234|
B1_763,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,50.332,,2.3539,,Pythia,,24000,2.782831|50.332|
B1_764,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,52.429,,2.3492,,Pythia,,25000,2.782831|52.429|
B1_765,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,54.526,,2.3448,,Pythia,,26000,2.782831|54.526|
B1_766,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,56.623,,2.3405,,Pythia,,27000,2.782831|56.623|
B1_767,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,58.72,,2.3366,,Pythia,,28000,2.782831|58.72|
B1_768,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,60.817,,2.3325,,Pythia,,29000,2.782831|60.817|
B1_769,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,62.915,,2.3288,,Pythia,,30000,2.782831|62.915|
B1_770,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,65.012,,2.3253,,Pythia,,31000,2.782831|65.012|
B1_771,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,67.109,,2.3221,,Pythia,,32000,2.782831|67.109|
B1_772,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,69.206,,2.3186,,Pythia,,33000,2.782831|69.206|
B1_773,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,71.303,,2.3156,,Pythia,,34000,2.782831|71.303|
B1_774,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,73.4,,2.3123,,Pythia,,35000,2.782831|73.4|
B1_775,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,75.497,,2.3095,,Pythia,,36000,2.782831|75.497|
B1_776,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,77.595,,2.3068,,Pythia,,37000,2.782831|77.595|
B1_777,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,79.692,,2.304,,Pythia,,38000,2.782831|79.692|
B1_778,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,81.789,,2.3014,,Pythia,,39000,2.782831|81.789|
B1_779,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,83.886,,2.2987,,Pythia,,40000,2.782831|83.886|
B1_780,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,85.983,,2.2964,,Pythia,,41000,2.782831|85.983|
B1_781,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,88.08,,2.2941,,Pythia,,42000,2.782831|88.08|
B1_782,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,90.178,,2.2915,,Pythia,,43000,2.782831|90.178|
B1_783,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,92.275,,2.2893,,Pythia,,44000,2.782831|92.275|
B1_784,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,94.372,,2.2873,,Pythia,,45000,2.782831|94.372|
B1_785,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,96.469,,2.2851,,Pythia,,46000,2.782831|96.469|
B1_786,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,98.566,,2.2829,,Pythia,,47000,2.782831|98.566|
B1_787,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,100.663,,2.2809,,Pythia,,48000,2.782831|100.663|
B1_788,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,102.76,,2.2789,,Pythia,,49000,2.782831|102.76|
B1_789,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,104.858,,2.2769,,Pythia,,50000,2.782831|104.858|
B1_790,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,106.955,,2.2751,,Pythia,,51000,2.782831|106.955|
B1_791,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,109.052,,2.2733,,Pythia,,52000,2.782831|109.052|
B1_792,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,111.149,,2.2715,,Pythia,,53000,2.782831|111.149|
B1_793,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,113.246,,2.2698,,Pythia,,54000,2.782831|113.246|
B1_794,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,115.343,,2.2682,,Pythia,,55000,2.782831|115.343|
B1_795,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,117.441,,2.2666,,Pythia,,56000,2.782831|117.441|
B1_796,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,119.538,,2.2648,,Pythia,,57000,2.782831|119.538|
B1_797,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,121.635,,2.2634,,Pythia,,58000,2.782831|121.635|
B1_798,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,123.732,,2.2617,,Pythia,,59000,2.782831|123.732|
B1_799,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,125.829,,2.2603,,Pythia,,60000,2.782831|125.829|
B1_800,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,127.926,,2.2588,,Pythia,,61000,2.782831|127.926|
B1_801,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,130.023,,2.2572,,Pythia,,62000,2.782831|130.023|
B1_802,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,132.121,,2.2559,,Pythia,,63000,2.782831|132.121|
B1_803,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,134.218,,2.2545,,Pythia,,64000,2.782831|134.218|
B1_804,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,136.315,,2.2532,,Pythia,,65000,2.782831|136.315|
B1_805,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,138.412,,2.2518,,Pythia,,66000,2.782831|138.412|
B1_806,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,140.509,,2.2507,,Pythia,,67000,2.782831|140.509|
B1_807,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,142.606,,2.2492,,Pythia,,68000,2.782831|142.606|
B1_808,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,144.703,,2.2479,,Pythia,,69000,2.782831|144.703|
B1_809,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,146.801,,2.2467,,Pythia,,70000,2.782831|146.801|
B1_810,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,148.898,,2.2455,,Pythia,,71000,2.782831|148.898|
B1_811,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,150.995,,2.2443,,Pythia,,72000,2.782831|150.995|
B1_812,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,153.092,,2.2432,,Pythia,,73000,2.782831|153.092|
B1_813,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,155.189,,2.2421,,Pythia,,74000,2.782831|155.189|
B1_814,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,157.286,,2.2408,,Pythia,,75000,2.782831|157.286|
B1_815,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,159.384,,2.2397,,Pythia,,76000,2.782831|159.384|
B1_816,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,161.481,,2.2387,,Pythia,,77000,2.782831|161.481|
B1_817,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,163.578,,2.2375,,Pythia,,78000,2.782831|163.578|
B1_818,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,165.675,,2.2366,,Pythia,,79000,2.782831|165.675|
B1_819,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,167.772,,2.2355,,Pythia,,80000,2.782831|167.772|
B1_820,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,169.869,,2.2343,,Pythia,,81000,2.782831|169.869|
B1_821,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,171.966,,2.2336,,Pythia,,82000,2.782831|171.966|
B1_822,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,174.064,,2.2326,,Pythia,,83000,2.782831|174.064|
B1_823,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,176.161,,2.2314,,Pythia,,84000,2.782831|176.161|
B1_824,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,178.258,,2.2305,,Pythia,,85000,2.782831|178.258|
B1_825,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,180.355,,2.2296,,Pythia,,86000,2.782831|180.355|
B1_826,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,182.452,,2.2286,,Pythia,,87000,2.782831|182.452|
B1_827,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,184.549,,2.2277,,Pythia,,88000,2.782831|184.549|
B1_828,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,186.647,,2.2269,,Pythia,,89000,2.782831|186.647|
B1_829,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,188.744,,2.2259,,Pythia,,90000,2.782831|188.744|
B1_830,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,190.841,,2.2249,,Pythia,,91000,2.782831|190.841|
B1_831,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,192.938,,2.224,,Pythia,,92000,2.782831|192.938|
B1_832,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,195.035,,2.2232,,Pythia,,93000,2.782831|195.035|
B1_833,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,197.132,,2.2224,,Pythia,,94000,2.782831|197.132|
B1_834,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,199.229,,2.2217,,Pythia,,95000,2.782831|199.229|
B1_835,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,201.327,,2.2207,,Pythia,,96000,2.782831|201.327|
B1_836,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,203.424,,2.22,,Pythia,,97000,2.782831|203.424|
B1_837,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,205.521,,2.2191,,Pythia,,98000,2.782831|205.521|
B1_838,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,207.618,,2.2184,,Pythia,,99000,2.782831|207.618|
B1_839,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,209.715,,2.2178,,Pythia,,100000,2.782831|209.715|
B1_840,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,211.812,,2.2168,,Pythia,,101000,2.782831|211.812|
B1_841,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,213.91,,2.216,,Pythia,,102000,2.782831|213.91|
B1_842,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,216.007,,2.2154,,Pythia,,103000,2.782831|216.007|
B1_843,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,218.104,,2.2146,,Pythia,,104000,2.782831|218.104|
B1_844,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,220.201,,2.214,,Pythia,,105000,2.782831|220.201|
B1_845,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,222.298,,2.2131,,Pythia,,106000,2.782831|222.298|
B1_846,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,224.395,,2.2123,,Pythia,,107000,2.782831|224.395|
B1_847,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,226.492,,2.2117,,Pythia,,108000,2.782831|226.492|
B1_848,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,228.59,,2.211,,Pythia,,109000,2.782831|228.59|
B1_849,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,230.687,,2.2103,,Pythia,,110000,2.782831|230.687|
B1_850,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,232.784,,2.2096,,Pythia,,111000,2.782831|232.784|
B1_851,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,234.881,,2.209,,Pythia,,112000,2.782831|234.881|
B1_852,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,236.978,,2.2083,,Pythia,,113000,2.782831|236.978|
B1_853,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,239.075,,2.2077,,Pythia,,114000,2.782831|239.075|
B1_854,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,241.172,,2.207,,Pythia,,115000,2.782831|241.172|
B1_855,B,pythia_training_log_existing.csv,真实,fit,pythia_N_2.782831,pythia_N_2.782831,"[""N_params_B"",""D_tokens_B"",""val_loss""]","[""val_loss""]",False,False,False,False,2.782831,243.27,,2.2063,,Pythia,,116000,2.782831|243.27|
